hospital_name,last_updated_on,version,location_name,hospital_address,type_2_npi,license_number|MD,"To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.",attester_name,,,,,,,,,,,,,,,,,,
HC RENAL FUNCTION PANEL,30000006,CDM,301,RC,80069,HCPCS,facility,both,,,,8.68,8.68,,,,,,,,,,,,,Gross Charge Type: FMCMC22 FRESENIUS MEDICAL CARE
HC RENAL FUNCTION PANEL,30000006,CDM,301,RC,80069,HCPCS,facility,both,,,,25.12,25.12,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC HEPATIC FUNCTION PANEL,30000007,CDM,301,RC,80076,HCPCS,facility,both,,,,12,12,,,,,,,,,,,,,Gross Charge Type: JHH PATHOLOGY ADMIN ONLY RSH FEE SCHEDULE
HC HEPATIC FUNCTION PANEL,30000007,CDM,301,RC,80076,HCPCS,facility,both,,,,24,24,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC HEPATIC FUNCTION PANEL,30000007,CDM,301,RC,80076,HCPCS,facility,both,,,,23.03,23.03,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC GH SUPPRESSION PANEL,30000008,CDM,301,RC,80430,HCPCS,facility,both,,,,268.5,268.5,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC GH SUPPRESSION PANEL,30000008,CDM,301,RC,80430,HCPCS,facility,both,,,,293.09,293.09,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC CARNITINE QUAN EA,30000009,CDM,301,RC,82379,HCPCS,facility,both,,,,650,650,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC CARNITINE QUAN EA,30000009,CDM,301,RC,82379,HCPCS,facility,both,,,,314.02,314.02,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC CHLORIDE; OTHER,30000010,CDM,301,RC,82438,HCPCS,facility,both,,,,20.93,20.93,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC CHLORIDE; OTHER,30000010,CDM,301,RC,82438,HCPCS,facility,both,,,,22,22,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC VERY LONG FATTY ACID CHAINS,30000011,CDM,301,RC,82726,HCPCS,facility,both,,,,251.22,251.22,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC ASSAY OF IGE,30000012,CDM,301,RC,82785,HCPCS,facility,both,,,,31.4,31.4,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC ASSAY OF IGE,30000012,CDM,301,RC,82785,HCPCS,facility,both,,,,40,40,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC INSULIN; TOTAL,30000013,CDM,301,RC,83525,HCPCS,facility,both,,,,25,25,,,,,,,,,,,,,Gross Charge Type: JHH PATHOLOGY ADMIN ONLY RSH FEE SCHEDULE
HC INSULIN; TOTAL,30000013,CDM,301,RC,83525,HCPCS,facility,both,,,,40,40,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC INSULIN; TOTAL,30000013,CDM,301,RC,83525,HCPCS,facility,both,,,,11.43,11.43,,,,,,,,,,,,,Gross Charge Type: FMCMC22 FRESENIUS MEDICAL CARE
HC INSULIN; TOTAL,30000013,CDM,301,RC,83525,HCPCS,facility,both,,,,31.4,31.4,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC TESTOSTERONE; TOTAL,30000014,CDM,301,RC,84403,HCPCS,facility,both,,,,25.81,25.81,,,,,,,,,,,,,Gross Charge Type: FMCMC22 FRESENIUS MEDICAL CARE
HC TESTOSTERONE; TOTAL,30000014,CDM,301,RC,84403,HCPCS,facility,both,,,,36.5,36.5,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC TESTOSTERONE; TOTAL,30000014,CDM,301,RC,84403,HCPCS,facility,both,,,,31.4,31.4,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC TESTOSTERONE; TOTAL,30000014,CDM,301,RC,84403,HCPCS,facility,both,,,,45,45,,,,,,,,,,,,,Gross Charge Type: JHH PATHOLOGY ADMIN ONLY RSH FEE SCHEDULE
HC T3; REVERSE,30000015,CDM,301,RC,84482,HCPCS,facility,both,,,,60,60,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC T3; REVERSE,30000015,CDM,301,RC,84482,HCPCS,facility,both,,,,31.4,31.4,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC FETAL HGB SCREENING TEST,30000016,CDM,305,RC,85461,HCPCS,facility,both,,,,66.5,66.5,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC FETAL HGB SCREENING TEST,30000016,CDM,305,RC,85461,HCPCS,facility,both,,,,31.4,31.4,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC SICKLING OF RBC REDUCTION,30000017,CDM,305,RC,85660,HCPCS,facility,both,,,,20.93,20.93,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC SICKLING OF RBC REDUCTION,30000017,CDM,305,RC,85660,HCPCS,facility,both,,,,38.5,38.5,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC ALLERG SP IGE; QUAN OR SEMIQUAN,30000018,CDM,302,RC,86003,HCPCS,facility,both,,,,15,15,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC ALLERG SP IGE; QUAN OR SEMIQUAN,30000018,CDM,302,RC,86003,HCPCS,facility,both,,,,31.4,31.4,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC AB ID; LEUKOCYTE AB,30000019,CDM,300,RC,86021,HCPCS,facility,both,,,,83.74,83.74,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC COLD AGGLUTININ; SCREEN,30000020,CDM,302,RC,86156,HCPCS,facility,both,,,,27.22,27.22,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC COLD AGGLUTININ; SCREEN,30000020,CDM,302,RC,86156,HCPCS,facility,both,,,,25.5,25.5,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC COLD AGGLUTININ; TITER,30000021,CDM,300,RC,86157,HCPCS,facility,both,,,,57,57,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC COLD AGGLUTININ; TITER,30000021,CDM,300,RC,86157,HCPCS,facility,both,,,,54.43,54.43,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC ID; GEL QUAL; EA AB/AG,30000022,CDM,302,RC,86331,HCPCS,facility,both,,,,39.77,39.77,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC ID; GEL QUAL; EA AB/AG,30000022,CDM,302,RC,86331,HCPCS,facility,both,,,,24,24,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC LYMPHOCYTE MITOGEN RESPONSE,30000023,CDM,302,RC,86353,HCPCS,facility,both,,,,161.19,161.19,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC NITROBLUE TETRAZOLIUM DYE TEST,30000024,CDM,302,RC,86384,HCPCS,facility,both,,,,104.67,104.67,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC NITROBLUE TETRAZOLIUM DYE TEST,30000024,CDM,302,RC,86384,HCPCS,facility,both,,,,80,80,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC AB; HEMOPHILUS INFLUENZA,30000025,CDM,302,RC,86684,HCPCS,facility,both,,,,98.39,98.39,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC AB; HEMOPHILUS INFLUENZA,30000025,CDM,302,RC,86684,HCPCS,facility,both,,,,47,47,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC AB; HIV-2,30000026,CDM,302,RC,86702,HCPCS,facility,both,,,,40.5,40.5,,,,,,,,,,,,,Gross Charge Type: JHH PATHOLOGY ADMIN ONLY RSH FEE SCHEDULE
HC AB; HIV-2,30000026,CDM,302,RC,86702,HCPCS,facility,both,,,,69.09,69.09,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC AB; HIV-2,30000026,CDM,302,RC,86702,HCPCS,facility,both,,,,55.5,55.5,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC RBC AB ELUTION EA,30000027,CDM,300,RC,86860,HCPCS,facility,both,,,,41.87,41.87,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC RBC AB ELUTION EA,30000027,CDM,300,RC,86860,HCPCS,facility,both,,,,44,44,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC AB ID RBC EA PANEL EA TECHN,30000028,CDM,300,RC,86870,HCPCS,facility,both,,,,72,72,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC AB ID RBC EA PANEL EA TECHN,30000028,CDM,300,RC,86870,HCPCS,facility,both,,,,62.8,62.8,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC COOMBS; DIRECT,30000029,CDM,300,RC,86880,HCPCS,facility,both,,,,16.5,16.5,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC COOMBS; DIRECT,30000029,CDM,300,RC,86880,HCPCS,facility,both,,,,9,9,,,,,,,,,,,,,Gross Charge Type: JHH PATHOLOGY ADMIN ONLY RSH FEE SCHEDULE
HC COOMBS; DIRECT,30000029,CDM,300,RC,86880,HCPCS,facility,both,,,,16.75,16.75,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC COOMBS TEST INDIRECT TITER,30000030,CDM,300,RC,86886,HCPCS,facility,both,,,,57,57,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC COOMBS TEST INDIRECT TITER,30000030,CDM,300,RC,86886,HCPCS,facility,both,,,,32,32,,,,,,,,,,,,,Gross Charge Type: JHH PATHOLOGY ADMIN ONLY RSH FEE SCHEDULE
HC COOMBS TEST INDIRECT TITER,30000030,CDM,300,RC,86886,HCPCS,facility,both,,,,66.99,66.99,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC BLOOD TYPING; ABO,30000031,CDM,300,RC,86900,HCPCS,facility,both,,,,8.38,8.38,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC BLOOD TYPING; ABO,30000031,CDM,300,RC,86900,HCPCS,facility,both,,,,13,13,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC BLOOD TYPING; RH D,30000032,CDM,300,RC,86901,HCPCS,facility,both,,,,8.38,8.38,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC BLOOD TYPING; RH D,30000032,CDM,300,RC,86901,HCPCS,facility,both,,,,18,18,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC BLOOD TYPE ANTIGEN DONOR EA,30000033,CDM,300,RC,86902,HCPCS,facility,both,,,,33,33,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC BLOOD TYPE ANTIGEN DONOR EA,30000033,CDM,300,RC,86902,HCPCS,facility,both,,,,31.4,31.4,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC BLD TYPE; RBC AG NOT ABO/RHD,30000034,CDM,300,RC,86905,HCPCS,facility,both,,,,33,33,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC BLD TYPE; RBC AG NOT ABO/RHD,30000034,CDM,300,RC,86905,HCPCS,facility,both,,,,31.4,31.4,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC BLD TYPE; RH PHENOTYPE,30000035,CDM,300,RC,86906,HCPCS,facility,both,,,,62.8,62.8,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC BLD TYPE; RH PHENOTYPE,30000035,CDM,300,RC,86906,HCPCS,facility,both,,,,110,110,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC COMPATIBILITY TEST ANTIGLOB,30000036,CDM,300,RC,86922,HCPCS,facility,both,,,,8,8,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC COMPATIBILITY TEST ANTIGLOB,30000036,CDM,300,RC,86922,HCPCS,facility,both,,,,20.93,20.93,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC COMPATIBILITY TEST ELECTRIC,30000037,CDM,300,RC,86923,HCPCS,facility,both,,,,12.56,12.56,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC COMPATIBILITY TEST ELECTRIC,30000037,CDM,300,RC,86923,HCPCS,facility,both,,,,12,12,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC IRRADIATE BLD PRODUCT EA UNIT,30000038,CDM,300,RC,86945,HCPCS,facility,both,,,,160,160,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC IRRADIATE BLD PRODUCT EA UNIT,30000038,CDM,300,RC,86945,HCPCS,facility,both,,,,167.48,167.48,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC VOL REDUCTION OF BLOOD/PROD,30000039,CDM,300,RC,86960,HCPCS,facility,both,,,,40,40,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC VOL REDUCTION OF BLOOD/PROD,30000039,CDM,300,RC,86960,HCPCS,facility,both,,,,41.87,41.87,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC POOL PLATELETS OR BLD PRODUCT,30000040,CDM,300,RC,86965,HCPCS,facility,both,,,,41.87,41.87,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC POOL PLATELETS OR BLD PRODUCT,30000040,CDM,300,RC,86965,HCPCS,facility,both,,,,35,35,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC PRETREAT RBC; ENZYMES,30000041,CDM,300,RC,86971,HCPCS,facility,both,,,,0.01,0.01,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC PRETREAT RBC; ENZYMES,30000041,CDM,300,RC,86971,HCPCS,facility,both,,,,64.9,64.9,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC SPLIT BLD PRODUCT EA UNIT,30000042,CDM,300,RC,86985,HCPCS,facility,both,,,,125,125,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC SPLIT BLD PRODUCT EA UNIT,30000042,CDM,300,RC,86985,HCPCS,facility,both,,,,41.87,41.87,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC DIFF CELL COUNT NOT BLOOD,30000045,CDM,300,RC,89051,HCPCS,facility,both,,,,30,30,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC DIFF CELL COUNT NOT BLOOD,30000045,CDM,300,RC,89051,HCPCS,facility,both,,,,52.33,52.33,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC DIFF CELL COUNT NOT BLOOD,30000045,CDM,300,RC,89051,HCPCS,facility,both,,,,5.6,5.6,,,,,,,,,,,,,Gross Charge Type: FMCMC22 FRESENIUS MEDICAL CARE
HC SEMEN ANAL STRICT CRITERIA,30000046,CDM,300,RC,89322,HCPCS,facility,both,,,,60.71,60.71,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC LEUKOREDUCTION,30000047,CDM,300,RC,86999,HCPCS,facility,both,,,,115.14,115.14,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC LEUKOREDUCTION,30000047,CDM,300,RC,86999,HCPCS,facility,both,,,,0.01,0.01,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC TRICH. VAGINALIS AMP PROBE,30000048,CDM,306,RC,87661,HCPCS,facility,both,,,,94.2,94.2,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC TRICH. VAGINALIS AMP PROBE,30000048,CDM,306,RC,87661,HCPCS,facility,both,,,,71,71,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC NFCT DS CHRNC HCV 6 ASSAYS (153),30000049,CDM,300,RC,81596,HCPCS,facility,both,,,,320.29,320.29,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC NFCT DS CHRNC HCV 6 ASSAYS (153),30000049,CDM,300,RC,81596,HCPCS,facility,both,,,,295,295,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC COMPATIBILITY TEST INCUBATE,30000101,CDM,300,RC,86921,HCPCS,facility,both,,,,30,30,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC COMPATIBILITY TEST INCUBATE,30000101,CDM,300,RC,86921,HCPCS,facility,both,,,,2.09,2.09,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC PRETREAT RBC; CHEM OR DRUGS,30000102,CDM,300,RC,86970,HCPCS,facility,both,,,,64.9,64.9,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC PRETREAT RBC; CHEM OR DRUGS,30000102,CDM,300,RC,86970,HCPCS,facility,both,,,,1,1,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC SERUM PRETX; RC ABSORPT,30000103,CDM,300,RC,86978,HCPCS,facility,both,,,,51,51,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC SERUM PRETX; RC ABSORPT,30000103,CDM,300,RC,86978,HCPCS,facility,both,,,,209.35,209.35,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC FECAL LEUKO CNT QUAL/SEMIQUAN,30000105,CDM,300,RC,89055,HCPCS,facility,both,,,,9,9,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC FECAL LEUKO CNT QUAL/SEMIQUAN,30000105,CDM,300,RC,89055,HCPCS,facility,both,,,,10.46,10.46,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC EXAM SYNOVIAL FLUID CRYSTALS,30000106,CDM,300,RC,89060,HCPCS,facility,both,,,,29,29,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC EXAM SYNOVIAL FLUID CRYSTALS,30000106,CDM,300,RC,89060,HCPCS,facility,both,,,,31.4,31.4,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC AUTOLOG BLOOD OP SALVAGE,30000108,CDM,300,RC,86891,HCPCS,facility,both,,,,1099.06,1099.06,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC MEAT FIBERS FECES,30000109,CDM,300,RC,89160,HCPCS,facility,both,,,,1,1,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC BLD TYPE; AG SCRN W PT SERUM,30000125,CDM,300,RC,86904,HCPCS,facility,both,,,,25.12,25.12,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC FETAL SCREEN,30000128,CDM,300,RC,86941,HCPCS,facility,both,,,,88.5,88.5,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC FETAL SCREEN,30000128,CDM,300,RC,86941,HCPCS,facility,both,,,,37.68,37.68,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC SERUM PRETX; DILUTION,30000130,CDM,300,RC,86976,HCPCS,facility,both,,,,0.01,0.01,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC SERUM PRETX; DILUTION,30000130,CDM,300,RC,86976,HCPCS,facility,both,,,,64.9,64.9,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC SERUM PRETX; INHIBITOR INCUBATE,30000131,CDM,300,RC,86977,HCPCS,facility,both,,,,64.9,64.9,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC SERUM PRETX; INHIBITOR INCUBATE,30000131,CDM,300,RC,86977,HCPCS,facility,both,,,,27.5,27.5,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC SEMEN; MOTILITY & COUNT,30000150,CDM,300,RC,89310,HCPCS,facility,both,,,,29.31,29.31,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC SEMEN ANAL VOL/COUNT/MOT,30000151,CDM,300,RC,89320,HCPCS,facility,both,,,,70,70,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC SEMEN ANAL VOL/COUNT/MOT,30000151,CDM,300,RC,89320,HCPCS,facility,both,,,,60.71,60.71,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC SEMEN ANAL VOL/COUNT/MOT,30000151,CDM,300,RC,89320,HCPCS,facility,both,,,,35,35,,,,,,,,,,,,,Gross Charge Type: JHH PATHOLOGY ADMIN ONLY RSH FEE SCHEDULE
HC SEMEN ANAL SPERM DETECTION,30000152,CDM,300,RC,89321,HCPCS,facility,both,,,,29.31,29.31,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC SEMEN ANAL SPERM DETECTION,30000152,CDM,300,RC,89321,HCPCS,facility,both,,,,34,34,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC RETROGRADE EJACULATION ANAL,30000154,CDM,300,RC,89331,HCPCS,facility,both,,,,29.31,29.31,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC RETROGRADE EJACULATION ANAL,30000154,CDM,300,RC,89331,HCPCS,facility,both,,,,20,20,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC LAB ONE-WAY ALLOW PRORATED TRIP,30000161,CDM,300,RC,,,facility,both,,,,10,10,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC IMMUMOASSAY QUANT NOS NONAB (70),30000163,CDM,300,RC,83520,HCPCS,facility,both,,,,146.54,146.54,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
"HC IMMUNOASSAY, NOS PART OF PANEL",30000164,CDM,300,RC,83520,HCPCS,facility,both,,,,5,5,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
"HC IMMUNOASSAY, NOS PART OF PANEL",30000164,CDM,300,RC,83520,HCPCS,facility,both,,,,2.09,2.09,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC IMMUMOASSAY QUANT NOS NONAB (25),30000165,CDM,300,RC,83520,HCPCS,facility,both,,,,52.33,52.33,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC IMMUMOASSAY QUANT NOS NONAB (25),30000165,CDM,300,RC,83520,HCPCS,facility,both,,,,25,25,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC IMMUMOASSAY QUANT NOS NONAB (35),30000166,CDM,300,RC,83520,HCPCS,facility,both,,,,73.27,73.27,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC IMMUMOASSAY QUANT NOS NONAB (35),30000166,CDM,300,RC,83520,HCPCS,facility,both,,,,70,70,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC IMMUMOASSAY QUANT NOS NONAB (40),30000167,CDM,300,RC,83520,HCPCS,facility,both,,,,83.74,83.74,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC IMMUMOASSAY QUANT NOS NONAB (40),30000167,CDM,300,RC,83520,HCPCS,facility,both,,,,100,100,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC IMMUMOASSAY QUANT NOS NONAB (90),30000168,CDM,300,RC,83520,HCPCS,facility,both,,,,150,150,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC IMMUMOASSAY QUANT NOS NONAB (90),30000168,CDM,300,RC,83520,HCPCS,facility,both,,,,188.41,188.41,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC IMMUMOASSAY QUANT NOS NONAB (100),30000169,CDM,300,RC,83520,HCPCS,facility,both,,,,209.35,209.35,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC IMMUMOASSAY QUANT NOS NONAB (100),30000169,CDM,300,RC,83520,HCPCS,facility,both,,,,155,155,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC IMMUMOASSAY QUANT NOS NONAB (115),30000170,CDM,300,RC,83520,HCPCS,facility,both,,,,203,203,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC IMMUMOASSAY QUANT NOS NONAB (115),30000170,CDM,300,RC,83520,HCPCS,facility,both,,,,240.74,240.74,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC IMMUMOASSAY QUANT NOS NONAB (190),30000171,CDM,300,RC,83520,HCPCS,facility,both,,,,397.75,397.75,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC IMMUMOASSAY QUANT NOS NONAB (190),30000171,CDM,300,RC,83520,HCPCS,facility,both,,,,365,365,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC IMMUMOASSAY QUANT NOS NONAB (550),30000172,CDM,300,RC,83520,HCPCS,facility,both,,,,1151.39,1151.39,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC IMMUMOASSAY QUANT NOS NONAB (550),30000172,CDM,300,RC,83520,HCPCS,facility,both,,,,860,860,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC IMMUMOASSAY QUANT NOS NONAB (980),30000173,CDM,300,RC,83520,HCPCS,facility,both,,,,2051.57,2051.57,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC IMMUMOASSAY QUANT NOS NONAB (170),30000174,CDM,300,RC,83520,HCPCS,facility,both,,,,285,285,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
HC IMMUMOASSAY QUANT NOS NONAB (170),30000174,CDM,300,RC,83520,HCPCS,facility,both,,,,355.88,355.88,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC IMMUMOASSAY QUANT NOS NONAB (65),30000175,CDM,300,RC,83520,HCPCS,facility,both,,,,136.07,136.07,,,,,,,,,,,,,Gross Charge Type: BMC 42 LABS
HC IMMUMOASSAY QUANT NOS NONAB (65),30000175,CDM,300,RC,83520,HCPCS,facility,both,,,,113,113,,,,,,,,,,,,,Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE
